NAMA SEKOLAH,NPSN,DESA/KELURAHAN,KECAMATAN,KABUPATEN,KODE POS,LINTANG,BUJUR,STATUS,AKREDITASI
SMAS DAARUL AMANAH,20247180,Singawada,Kec. Rajagaluh,Kab. Majalengka,45472,-6.7953,108.3503,SWASTA,A
SMAS PGRI 1 MAJALENGKA,20213877,Majalengka Kulon,Kec. Majalengka,Kab. Majalengka,45418,-6.8322,108.2103,SWASTA,A
SMA NEGERI 1 CIGUGUR,70001826,DESA CIGUGUR,KEC. CIGUGUR,Kab. Pangandaran,46392,-7.6361,108.4221,NEGERI,B
SMAN 1 LANGKAPLANCAR,20251847,DESA CIMANGGU,KEC. LANGKAPLANCAR,Kab. Pangandaran,46391,-7.5027,108.4216,NEGERI,A
SMAN 1 MANGUNJAYA,20211503,DESA MANGUNJAYA,KEC. MANGUNJAYA,Kab. Pangandaran,46371,-7.4904,108.6981,NEGERI,A
SMAN 1 PANGANDARAN,20211506,DESA BABAKAN,KEC. PANGANDARAN,Kab. Pangandaran,46396,-7.6767,108.6749,NEGERI,A
SMAN 1 PARIGI,20211508,DESA KARANGJALADRI,KEC. PARIGI,Kab. Pangandaran,46393,-7.7071,108.4967,NEGERI,A
SMA INFORMATIKA NURUL BAYAN,69995692,DESA CIMERAK,KEC. CIMERAK,Kab. Pangandaran,46395,-7.7494,108.43,SWASTA,A
SMA KSATRIA NUSANTARA PADAHERANG,69935515,DESA KARANGPAWITAN,KEC. PADAHERANG,Kab. Pangandaran,46384,-7.5434,108.6952,SWASTA,A
SMAS MUHAMMADIYAH PANGANDARAN,20211560,DESA PANANJUNG,KEC. PANGANDARAN,Kab. Pangandaran,46396,-7.68,108.6448,SWASTA,A
SMAN 1 BUNGURSARI,20217461,Bungursari,Kec. Bungursari,Kab. Purwakarta,41181,-6.4786,107.4793,NEGERI,A
SMAN 1 CAMPAKA,20254043,Campaka,Kec. Campaka,Kab. Purwakarta,41181,-6.5103,107.4844,NEGERI,A
SMAN 1 CIBATU,20217479,Cibatu,Kec. Cibatu,Kab. Purwakarta,41183,-6.5021,107.5337,NEGERI,A
SMAN 1 DARANGDAN,20217408,Sawit,Kec. Darangdan,Kab. Purwakarta,41163,-6.6985,107.4473,NEGERI,A
SMAN 1 JATILUHUR,20217338,Bunder,Kec. Jatiluhur,Kab. Purwakarta,41152,-6.5591,107.4285,NEGERI,A
SMAN 1 MANIIS,20251911,Sinargalih,Kec. Maniis,Kab. Purwakarta,41166,-6.7069,107.3133,NEGERI,B
SMAN 1 PASAWAHAN,20229746,Pasawahan,Kec. Pasawahan,Kab. Purwakarta,41172,-6.5868,107.4749,NEGERI,A
SMAN 1 PLERED,69848997,Cibogohilir,Kec. Plered,Kab. Purwakarta,41162,-6.6524,107.3938,NEGERI,B
SMAN 1 PURWAKARTA,20217357,Nagrikidul,Kec. Purwakarta,Kab. Purwakarta,41111,-6.5604,107.4473,NEGERI,A
SMAN 1 SUKASARI,20229747,Kertamanah,Kec. Sukasari,Kab. Purwakarta,41153,-6.5383,107.2941,NEGERI,B
SMAN 1 SUKATANI,20217358,Sukatani,Kec. Sukatani,Kab. Purwakarta,41167,-6.6135,107.4113,NEGERI,A
SMAN 1 TEGALWARU,20217359,Warungjeruk,Kec. Tegalwaru,Kab. Purwakarta,41165,-6.6537,107.329,NEGERI,A
SMAN 1 WANAYASA,20217360,Wanasari,Kec. Wanayasa,Kab. Purwakarta,41174,-6.6652,107.5488,NEGERI,A
SMAN 2 PURWAKARTA,20217361,Ciseureuh,Kec. Purwakarta,Kab. Purwakarta,41118,-6.5139,107.4656,NEGERI,A
SMAN 2 SUKATANI,69858458,Panyindangan,Kec. Sukatani,Kab. Purwakarta,41167,-6.577,107.3516,NEGERI,C
SMAN 3 PURWAKARTA,20217363,Nagrikaler,Kec. Purwakarta,Kab. Purwakarta,41115,-6.5422,107.4392,NEGERI,A
SMAN BABAKANCIKAO,69849088,Hegarmanah,Kec. Babakancikao,Kab. Purwakarta,41151,-6.5026,107.4112,NEGERI,C
SMA 3 AL-MUHAJIRIN,70043768,Sukajaya,Kec. Sukatani,Kab. Purwakarta,41167,0.0021,-0.0003,SWASTA,Belum/Tidak Terakreditasi
SMA AL BADAR,69990973,Nagrog,Kec. Wanayasa,Kab. Purwakarta,41174,-6.7134,107.5377,SWASTA,C
SMA AL-MURIDIYYAH,69956667,Lebakanyar,Kec. Pasawahan,Kab. Purwakarta,41172,-6.573,107.4626,SWASTA,B
SMA AQL ISLAMIC SCHOOL 2,70040231,Sukajaya,Kec. Sukatani,Kab. Purwakarta,41167,-6.5886,107.4227,SWASTA,Belum/Tidak Terakreditasi
SMA Fullday Al-Muhajirin,70010870,Ciseureuh,Kec. Purwakarta,Kab. Purwakarta,41118,-6.5216,107.4612,SWASTA,A
SMA Plus Ar-Raudhah,70006856,Kertamukti,Kec. Campaka,Kab. Purwakarta,41181,-6.4872,107.5114,SWASTA,B
SMA RAMA GLOBAL SCHOOL,69923800,Cibinong,Kec. Jatiluhur,Kab. Purwakarta,41101,-6.6002651,107.4430908,SWASTA,Belum/Tidak Terakreditasi
SMAS AL ISLAM,20229641,CIPAISAN,Kec. Purwakarta,Kab. Purwakarta,41113,-6.5501,107.4379,SWASTA,B
SMAS AL MUHAJIRIN,20229745,Nagrikaler,Kec. Purwakarta,Kab. Purwakarta,41115,-6.5278,107.4504,SWASTA,A
SMAS PASUNDAN PLERED,20229749,P L E R E D,Kec. Plered,Kab. Purwakarta,41162,-6.6481,107.3856,SWASTA,B
SMAS PASUNDAN PURWAKARTA,20217459,Nagrikidul,Kec. Purwakarta,Kab. Purwakarta,41111,-6.5596,107.4441,SWASTA,B
SMAS PGRI 1 PURWAKARTA,20229752,Nagritengah,Kec. Purwakarta,Kab. Purwakarta,41114,-6.5531,107.4431,SWASTA,A
SMAS PGRI 3 PURWAKARTA,20229751,Nagrikaler,Kec. Purwakarta,Kab. Purwakarta,41115,-6.5362,107.448,SWASTA,B
SMA NEGERI 1 CISALAK,70003406,Darmaga,Kec. Cisalak,Kab. Subang,41283,-6.7081,107.7567,NEGERI,B
SMA NEGERI 1 PURWADADI,20216939,Belendung,Kec. Purwadadi,Kab. Subang,41261,-6.4652,107.6898,NEGERI,A
SMA NEGERI 4 SUBANG,69974158,Sukamelang,Kec. Subang,Kab. Subang,41211,-6.5423,107.7669,NEGERI,B
SMA NEGERI BINONG,70011819,Binong,Kec. Binong,Kab. Subang,41253,-6.3983,107.7971,NEGERI,Belum/Tidak Terakreditasi
SMAN 1 BLANAKAN,20233652,Blanakan,Kec. Blanakan,Kab. Subang,41259,-6.2834,107.6681,NEGERI,A
SMAN 1 CIASEM,20216945,Sukamandijaya,Kec. Ciasem,Kab. Subang,41256,-6.3435,107.6562,NEGERI,A
SMAN 1 CIPEUNDEUY,20216944,Wantilan,Kec. Cipeundeuy,Kab. Subang,41272,-6.4859,107.5907,NEGERI,A
SMAN 1 COMPRENG,20233653,Mekarjaya,Kec. Compreng,Kab. Subang,41258,-6.3733,107.8817,NEGERI,A
SMAN 1 JALANCAGAK,20216943,Curugrendeng,Kec. Jalancagak,Kab. Subang,41281,-6.6759,107.676,NEGERI,A
SMAN 1 KALIJATI,20216942,Tanggulun Barat,Kec. Kalijati,Kab. Subang,41271,-6.5481,107.6473,NEGERI,A
SMAN 1 PABUARAN,20245860,Kadawung,Kec. Pabuaran,Kab. Subang,41262,-6.4391,107.5791,NEGERI,A
SMAN 1 PAGADEN,20216941,Sukamulya,Kec. Pagaden,Kab. Subang,41252,-6.4624,107.8193,NEGERI,A
SMAN 1 PAMANUKAN,20216940,Pamanukan,Kec. Pamanukan,Kab. Subang,41254,-6.2867,107.8092,NEGERI,A
SMAN 1 PATOKBEUSI,20233657,Ciberes,Kec. Patokbeusi,Kab. Subang,41263,-6.3762,107.586,NEGERI,A
SMAN 1 PUSAKANAGARA,20233654,Pusakaratu,Kec. Pusakanagara,Kab. Subang,41255,-6.2749,107.8763,NEGERI,A
SMAN 1 SERANG PANJANG,20233655,Cijengkol,Kec. Serangpanjang,Kab. Subang,41282,-6.6649,107.6231,NEGERI,B
SMAN 1 SUBANG,20216938,Dangdeur,Kec. Subang,Kab. Subang,41212,-6.5552,107.7513,NEGERI,A
SMAN 1 TANJUNGSIANG,20233656,Sindanglaya,Kec. Tanjungsiang,Kab. Subang,41284,-6.7286,107.8113,NEGERI,A
SMAN 2 PAGADEN,69972642,Gunungsari,Kec. Pagaden,Kab. Subang,41252,-6.4972,107.8066,NEGERI,B
SMAN 2 SUBANG,20216937,Dangdeur,Kec. Subang,Kab. Subang,41212,-6.5475,107.737,NEGERI,A
SMAN 3 SUBANG,20216952,Pasirkareumbi,Kec. Subang,Kab. Subang,41214,-6.5757,107.7666,NEGERI,A
SMA ISLAM TERPADU AL-UKHUWAH,69987316,Pagaden,Kec. Pagaden,Kab. Subang,41252,-6.4553,107.8052,SWASTA,A
SMA ISLAM TERPADU AS-SYIFA BOARDING SCHOOL WANAREJA,69988763,Wanareja,Kec. Subang,Kab. Subang,41211,-6.5654,107.8192,SWASTA,A
SMA IT BUDJEMAK,69942549,Tanjungsiang,Kec. Tanjungsiang,Kab. Subang,41284,-6.7475,107.8068,SWASTA,B
SMA IT DARUL ULUM KUMPAY,69967270,Kumpay,Kec. Jalancagak,Kab. Subang,41281,-6.672133,107.730949,SWASTA,B
SMA MH YASIN SUBANG,69892598,Soklat,Kec. Subang,Kab. Subang,41211,-6.577445,107.742185,SWASTA,B
SMA PLUS ASTHA HANNAS,20233663,Binong,Kec. Binong,Kab. Subang,41253,-6.4046,107.7944,SWASTA,A
SMAS ASSALAFIYAH CIASEM,20247270,Ciasem Baru,Kec. Ciasem,Kab. Subang,41256,-6.304,107.6757,SWASTA,B
SMAS AT TAWAZUN,20246376,Kalijati Timur,Kec. Kalijati,Kab. Subang,41271,-6.5239,107.6756,SWASTA,A
SMAS BINA PUTERA SUBANG,20233646,Cigadung,Kec. Subang,Kab. Subang,41213,-6.5554,107.7553,SWASTA,B
SMAS IT AL-HIDAYAH JALAN CAGAK,20251963,Sarireja,Kec. Jalancagak,Kab. Subang,41281,-6.7094,107.7074,SWASTA,B
SMAS IT AS-SYIFA BOARDING SCHOOL,20258396,Tambakmekar,Kec. Jalancagak,Kab. Subang,41281,-6.6537,107.7222,SWASTA,A
SMAS IT BANI MASUM CISALAK,20244793,Cimanggu,Kec. Cisalak,Kab. Subang,41283,-6.7353,107.7837,SWASTA,B
SMAS IT DARUSSUUD TANJUNGSIANG,20257336,Pakuhaji,Kec. Cisalak,Kab. Subang,41283,-6.7386,107.79,SWASTA,A
SMAS MATLAUL HUDA PURWADADI,20233649,Parapatan,Kec. Purwadadi,Kab. Subang,41261,-6.4483,107.7034,SWASTA,C
SMAS MODERN RIYADHUL JALANCAGAK,20270484,Jalancagak,Kec. Jalancagak,Kab. Subang,41281,-6.6762,107.6833,SWASTA,A
SMAS MUHAMMADIYAH SUBANG,20233651,Cigadung,Kec. Subang,Kab. Subang,41213,-6.5596,107.7592,SWASTA,B
SMAS MUHAMMADIYAH SUKAMANDI,20233650,Sukamandijaya,Kec. Ciasem,Kab. Subang,41256,-6.3375,107.6685,SWASTA,B
SMAS NURUL GINA ABIDIN CISALAK,20217093,Sindangsari,Kec. Kasomalang,Kab. Subang,41283,-6.7027,107.7438,SWASTA,B
SMAS PGRI 1 SUBANG,20233658,Karanganyar,Kec. Subang,Kab. Subang,41211,-6.5632,107.7672,SWASTA,A
SMAS PGRI 2 SUBANG,20233659,Cigadung,Kec. Subang,Kab. Subang,41213,-6.5549,107.7602,SWASTA,B
SMAS PGRI TANJUNG SIANG,20233662,Kawungluwuk,Kec. Tanjungsiang,Kab. Subang,41284,-6.7459,107.8003,SWASTA,B
SMAS PLUS PAGELARAN CISALAK,20233665,Gardusayang,Kec. Cisalak,Kab. Subang,41283,-6.7189,107.7695,SWASTA,A
SMAS RIYADHUL JANNAH CIMENTENG,20233667,Cimenteng,Kec. Cijambe,Kab. Subang,41286,-6.6471,107.7134,SWASTA,B
SMAS SUDIRMAN PURWADADI,20233668,Pasirbungur,Kec. Purwadadi,Kab. Subang,41261,-6.4371,107.6874,SWASTA,B
SMAS TAMAN SISWA PAMANUKAN,20233669,Pamanukan,Kec. Pamanukan,Kab. Subang,41254,-6.2851,107.8116,SWASTA,C
SMAS TERPADU RAHMATIKA SAGALAHERANG,20244792,Dayeuhkolot,Kec. Sagalaherang,Kab. Subang,41282,-6.6687,107.6409,SWASTA,B
SMAS YADIKA KALIJATI,20255782,Kaliangsana,Kec. Kalijati,Kab. Subang,41271,-6.5155,107.6744,SWASTA,A
SMA Negeri 1 Kalapanunggal,70002292,Kalapanunggal,Kec. Kalapa Nunggal,Kab. Sukabumi,43354,-6.8328,106.6608,NEGERI,B
SMAN 1 CIBADAK,20202317,Cibadak,Kec. Cibadak,Kab. Sukabumi,43155,-6.8963,106.78,NEGERI,A
SMAN 1 CICURUG,20202289,Purwasari,Kec. Cicurug,Kab. Sukabumi,43359,-6.7992,106.7798,NEGERI,A
SMAN 1 Cidahu,69963098,Jayabakti,Kec. Cidahu,Kab. Sukabumi,43358,-6.782,106.7294,NEGERI,A
SMAN 1 CIEMAS,60726697,Ciwaru,Kec. Ciemas,Kab. Sukabumi,43177,-7.1979,106.4805,NEGERI,B
SMAN 1 CIKAKAK,20267968,Cikakak,Kec. Cikakak,Kab. Sukabumi,43365,-6.9586,106.4977,NEGERI,A
SMAN 1 CIKEMBAR,20202288,Cikembar,Kec. Cikembar,Kab. Sukabumi,43161,-6.961845,106.7847817,NEGERI,A
SMAN 1 CIKIDANG,20252008,Cikidang,Kec. Cikidang,Kab. Sukabumi,43367,-6.8975,106.6507,NEGERI,A
SMAN 1 CIRACAP,20202260,Purwasedar,Kec. Ciracap,Kab. Sukabumi,43176,-7.329879,106.514376,NEGERI,A
SMAN 1 CIREUNGHAS,69944078,Cireunghas,Kec. Cireunghas,Kab. Sukabumi,43193,-6.94692,107.02094,NEGERI,B
SMAN 1 CISAAT,20202261,Mangkalaya,Kec. Gunung Guruh,Kab. Sukabumi,43156,-6.9251917,106.8807117,NEGERI,A
SMAN 1 CISOLOK,20202262,WANGUNSARI,Kec. Cisolok,Kab. Sukabumi,43366,-6.9334,106.4706,NEGERI,A
SMAN 1 JAMPANGKULON,20202263,Nagraksari,Kec. Jampang Kulon,Kab. Sukabumi,43178,-7.2745,106.6244,NEGERI,A
SMAN 1 JAMPANGTENGAH,20202264,Cijulang,Kec. Jampang Tengah,Kab. Sukabumi,43171,-7.063,106.8127,NEGERI,A
SMAN 1 KABANDUNGAN,20253664,Kabandungan,Kec. Kabandungan,Kab. Sukabumi,43368,-6.7889,106.6194,NEGERI,A
SMAN 1 KALIBUNDER,20253845,Sukaluyu,Kec. Kalibunder,Kab. Sukabumi,43185,-7.2632,106.7289,NEGERI,A
SMAN 1 LENGKONG,20202265,Lengkong,Kec. Lengkong,Kab. Sukabumi,43174,-7.1303,106.7039,NEGERI,A
SMAN 1 NAGRAK,20202266,Nagrak Utara,Kec. Nagrak,Kab. Sukabumi,43356,-6.8645,106.8039,NEGERI,A
SMAN 1 NYALINDUNG,20252009,Kertaangsana,Kec. Nyalindung,Kab. Sukabumi,43196,-7.0361,106.9388,NEGERI,A
SMAN 1 PARAKANSALAK,20251778,Lebaksari,Kec. Parakansalak,Kab. Sukabumi,43355,-6.801008,106.709913,NEGERI,A
SMAN 1 PARUNG KUDA,20202254,BOJONGKOKOSAN,Kec. Parungkuda,Kab. Sukabumi,43357,-6.8344,106.7592,NEGERI,A
SMAN 1 PELABUHAN RATU,20202267,Citepus,Kec. Pelabuhan Ratu,Kab. Sukabumi,43364,-6.9878,106.5596,NEGERI,A
SMAN 1 SAGARANTEN,20202259,Sagaranten,Kec. Sagaranten,Kab. Sukabumi,43181,-7.217,106.8816,NEGERI,A
SMAN 1 SIMPENAN,20202258,Cidadap,Kec. Simpenan,Kab. Sukabumi,43361,-7.027128,106.567129,NEGERI,A
SMAN 1 SUKARAJA,20202250,Sukaraja,Kec. Sukaraja,Kab. Sukabumi,43192,-6.9142,106.9712,NEGERI,A
SMAN 1 SURADE,20253979,Jagamukti,Kec. Surade,Kab. Sukabumi,43179,-7.3373,106.5824,NEGERI,A
SMAN 1 WARUNG KIARA,20202251,Warungkiara,Kec. Warung Kiara,Kab. Sukabumi,43362,-6.9771,106.7193,NEGERI,A
SMA AL UMANAA BOARDING SCHOOL,69979656,Kebonmanggu,Kec. Gunung Guruh,Kab. Sukabumi,43156,-6.9736,106.8658,SWASTA,A
SMA AL-MASYHAD,69981895,Cikurutug,Kec. Cireunghas,Kab. Sukabumi,43193,-6.9294,107.0123,SWASTA,B
SMA BAITURRAHMAN,69888435,Cikarae Thoyibah,Kec. Cikidang,Kab. Sukabumi,43367,-6.894806,106.592713,SWASTA,B
SMA DOA BANGSA,69960972,Karangtengah,Kec. Cibadak,Kab. Sukabumi,43155,-6.898,106.8213,SWASTA,A
SMA ISLAM PROGRESIF DAARUSSALAAM,70032798,Selajambe,Kec. Cisaat,Kab. Sukabumi,43152,-6.8924,106.886,SWASTA,Belum/Tidak Terakreditasi
SMA ISLAM TERPADU YALHAS,69874019,Bojonggaling,Kec. Bojong Genteng,Kab. Sukabumi,43353,-6.828989,106.70057,SWASTA,Belum/Tidak Terakreditasi
SMA IT ADZKIA,69972822,Sukamanah,Kec. Cisaat,Kab. Sukabumi,43152,-6.907795,106.898275,SWASTA,A
SMA IT AT-TAUFIQ,69952214,Tegallega,Kec. Cidolog,Kab. Sukabumi,43184,-7.2583,106.8379,SWASTA,B
SMA IT EL AZZAM SUKABUMI,70043994,Sasagaran,Kec. Kebon Pedes,Kab. Sukabumi,-,-6.955,106.9677,SWASTA,Belum/Tidak Terakreditasi
SMA NUR ILMI NEGLASARI,70044647,Neglasari,Kec. Cibadak,Kab. Sukabumi,-,-6.9073,106.7207,SWASTA,Belum/Tidak Terakreditasi
SMA NURUL HUDA BOJONGGALING,69954585,Bojong Galing,Kec. Bojong Genteng,Kab. Sukabumi,43353,-6.844093,106.714068,SWASTA,B
SMA PERMATA MANDIRI,69915781,Tanjung,Kec. Jampang Kulon,Kab. Sukabumi,43178,-7.2424,106.6217,SWASTA,B
SMA PESANTREN UNGGUL AL BAYAN PUTRI,70038214,Karawang,Kec. Sukabumi,Kab. Sukabumi,43151,-6.8821,106.9442,SWASTA,A
SMA PGRI BANTARGADUNG,69893232,Limusnunggal,Kec. Bantar Gadung,Kab. Sukabumi,43363,-6.9867,106.685,SWASTA,B
SMA PGRI CIAMBAR,69888716,Ciambar,Kec. Ciambar,Kab. Sukabumi,43356,-6.9847,106.7935,SWASTA,B
SMA PGRI CIDAHU,69888787,Pondok Kaso Tengah,Kec. Cidahu,Kab. Sukabumi,43358,-6.797583,106.741049,SWASTA,B
SMA PGRI CIKIDANG,60724689,Cicareuh,Kec. Cikidang,Kab. Sukabumi,43367,-6.899657,106.693224,SWASTA,B
SMA PGRI CITRA CIKIDANG,69888757,Bumisari,Kec. Cikidang,Kab. Sukabumi,43367,-6.9284,106.6703,SWASTA,B
SMA PLUS AL MANSHURIYAH,20247166,Kalaparea,Kec. Nagrak,Kab. Sukabumi,43356,-6.8618,106.8193,SWASTA,A
SMA PLUS AL RAIHAN,69992903,Neglasari,Kec. Purabaya,Kab. Sukabumi,43187,-7.1256,106.8415,SWASTA,B
SMA PLUS AL-HIKMAH,70037894,Sukamekar,Kec. Sukaraja,Kab. Sukabumi,43192,-6.8952,106.9579,SWASTA,Belum/Tidak Terakreditasi
SMA PLUS AL-MAFTUH,70041952,Sukamulya,Kec. Caringin,Kab. Sukabumi,43154,-6.8589,106.8801,SWASTA,Belum/Tidak Terakreditasi
SMA PLUS DAMAR BANGSA,69950289,Palasari Hilir,Kec. Parungkuda,Kab. Sukabumi,43357,-6.8638,106.7552,SWASTA,B
"SMA PLUS DARUL HIDAYAH, KABUPATEN SUKABUMI",20247167,Tenjoayu,Kec. Cicurug,Kab. Sukabumi,43359,-6.770102,106.802726,SWASTA,B
SMA PLUS INSAN ADZKIA,70000534,Bojonglongok,Kec. Parakansalak,Kab. Sukabumi,43355,-6.7503,106.6958,SWASTA,B
SMA PLUS KEMBANG KUNING,69888445,Munjul,Kec. Ciambar,Kab. Sukabumi,43353,-6.8496,106.7655,SWASTA,B
SMA PLUS TEKNOLOGI,69987314,Cimenteng,Kec. Curugkembar,Kab. Sukabumi,43182,-7.2088,106.9223,SWASTA,B
SMA ROUDHOTUL ILMI,70044645,Sirnasari,Kec. Surade,Kab. Sukabumi,-,-7.2894,106.5933,SWASTA,Belum/Tidak Terakreditasi
SMA TERPADU BINA BANGSA,70045579,Padasenang,Kec. Cidadap,Kab. Sukabumi,43183,-7.2774,106.9358,SWASTA,Belum/Tidak Terakreditasi
SMA TERPADU YASPIN,69981915,Cikadu,Kec. Pelabuhan Ratu,Kab. Sukabumi,43364,-6.960954,106.605323,SWASTA,B
SMANURUL HUDA,20253661,Buniwangi,Kec. Pelabuhan Ratu,Kab. Sukabumi,43364,-6.9971,106.559,SWASTA,A
SMAS AL ATIQIYAH,20247145,Cipanengah,Kec. Bojong Genteng,Kab. Sukabumi,43353,-6.8106,106.7404,SWASTA,A
SMAS AL BASHRIYAH,20253663,Cisaat,Kec. Cicurug,Kab. Sukabumi,43359,-6.7624,106.752346,SWASTA,B
SMAS AL FARDIYATUSSAADAH,20247157,Citepus,Kec. Pelabuhan Ratu,Kab. Sukabumi,43364,-6.9759,106.5323,SWASTA,B
SMAS AL FURQON,20246145,Caringin Kulon,Kec. Caringin,Kab. Sukabumi,43154,-6.8698667,106.8689167,SWASTA,A
SMAS AL HIMMAH SUKALARANG,20254143,Titisan,Kec. Sukalarang,Kab. Sukabumi,43191,-6.8498,106.9833,SWASTA,B
SMAS AL KHOLILIYAH,20253030,Sukatani,Kec. Parakansalak,Kab. Sukabumi,43355,-6.818284,106.700383,SWASTA,A
SMAS AL MASTHURIYAH,20247144,Cibolang Kaler,Kec. Cisaat,Kab. Sukabumi,43152,-6.9053717,106.87059,SWASTA,A
SMAS AL-BAIRUNI,20247146,Cidadap,Kec. Simpenan,Kab. Sukabumi,43361,-7.014413,106.567028,SWASTA,B
SMAS AMALIYAH,20247149,Mekarsari,Kec. Cicurug,Kab. Sukabumi,43359,-6.795692,106.775327,SWASTA,B
SMAS AT-TIJAARAH,20247150,Citamiang,Kec. Kadudampit,Kab. Sukabumi,43153,-6.8686,106.8922,SWASTA,B
SMAS AZ ZAINIYYAH,20246334,Perbawati,Kec. Sukabumi,Kab. Sukabumi,43151,-6.8947,106.9369,SWASTA,A
SMAS BAITUL HIKMAH,20253662,Tenjojaya,Kec. Cibadak,Kab. Sukabumi,43351,-6.918775,106.771198,SWASTA,A
SMAS BINA PERSADA,60726379,Sirnaresmi,Kec. Gunung Guruh,Kab. Sukabumi,43157,-6.9734037,106.8494263,SWASTA,B
SMAS INSAN CENDEKIA  AL KAUSAR,20247152,Babakanjaya,Kec. Parungkuda,Kab. Sukabumi,43357,-6.8075,106.7617,SWASTA,A
SMAS ISLAM AL BASHRY KALAPA NUNGGAL,20247153,Palasari Girang,Kec. Kalapa Nunggal,Kab. Sukabumi,43354,-6.8154,106.6563,SWASTA,A
SMAS ISLAM AS SYAFIIYAH,20252855,Sukamaju,Kec. Sukalarang,Kab. Sukabumi,43191,-6.89465,107.00252,SWASTA,A
SMAS ISLAM MIFTAUSSAADAH,20247155,Parungkuda,Kec. Parungkuda,Kab. Sukabumi,43157,-6.849776,106.758497,SWASTA,A
SMAS ISLAM TARBIYYATUL FALAH,20247156,Tenjolaya,Kec. Cicurug,Kab. Sukabumi,43359,-6.773281,106.774992,SWASTA,B
SMAS IT AT-TAISIRIYAH,20271152,Cijengkol,Kec. Caringin,Kab. Sukabumi,43154,-6.8901167,106.8440834,SWASTA,B
SMAS IT MAHMUDIYYAH,20247158,Cicurug,Kec. Cicurug,Kab. Sukabumi,43359,-6.7843,106.7849,SWASTA,A
SMAS KHARISMA 39,20247159,Nyangkowek,Kec. Cicurug,Kab. Sukabumi,43359,-6.7989,106.7782,SWASTA,B
SMAS MUTIARA,20247160,Citepus,Kec. Pelabuhan Ratu,Kab. Sukabumi,43364,-6.7852,106.7248,SWASTA,A
SMAS PESANTREN HUSNAYAIN,20247161,Kabandungan,Kec. Kabandungan,Kab. Sukabumi,43368,-6.7828,106.6388,SWASTA,B
SMAS PESANTREN UNGGUL AL BAYAN,20247147,Sekarwangi,Kec. Cibadak,Kab. Sukabumi,43351,-6.900475,106.783729,SWASTA,A
SMAS PGRI CIBADAK,20253982,Sekarwangi,Kec. Cibadak,Kab. Sukabumi,43351,-6.9046,106.7797,SWASTA,A
SMAS PGRI CICURUG,20247163,Nyangkowek,Kec. Cicurug,Kab. Sukabumi,43359,-6.797507,106.775989,SWASTA,A
SMAS PGRI CISAAT,20247162,Kalaparea,Kec. Nagrak,Kab. Sukabumi,43356,-6.8618,106.8214,SWASTA,A
SMAS PLUS YASPIDA,20246335,Cipetir,Kec. Kadudampit,Kab. Sukabumi,43153,-6.886191,106.915734,SWASTA,A
SMAS TERPADU AL-FIYYAH,60726667,Bangbayang,Kec. Tegalbuleud,Kab. Sukabumi,43186,-7.2739,106.7853,SWASTA,B
SMAS TERPADU DARUL AMAL,20247169,Bojong Genteng,Kec. Jampang Kulon,Kab. Sukabumi,43178,-7.30305,106.6233,SWASTA,A
SMAS ULUL AL-BAAB,20247170,Cicantayan,Kec. Cicantayan,Kab. Sukabumi,43155,-6.924047,106.845916,SWASTA,A
SMAS UNGGUL AR-RAHMAN,20258335,Bojong Genteng,Kec. Bojong Genteng,Kab. Sukabumi,43353,-6.8401,106.7186,SWASTA,A
SMAS UNWANUL FALAH,20247171,Cibadak,Kec. Cibadak,Kab. Sukabumi,43551,-6.895655,106.798412,SWASTA,B
SMAS YASTI CISAAT,20247172,Cisaat,Kec. Cisaat,Kab. Sukabumi,43152,-6.9112183,106.8865683,SWASTA,A
SMAN  TANJUNGKERTA,20208407,Sukamantri,Kec. Tanjungkerta,Kab. Sumedang,45354,-6.7655,107.89,NEGERI,A
SMAN 1 CIMALAKA,20235619,Licin,Kec. Cimalaka,Kab. Sumedang,45353,-6.8053,107.9496,NEGERI,A
SMAN 1 SUMEDANG,20208419,Kotakulon,Kec. Sumedang Selatan,Kab. Sumedang,45312,-6.8584,107.9207,NEGERI,A
SMAN 2 CIMALAKA,20235620,Licin,Kec. Cimalaka,Kab. Sumedang,45353,-6.7958,107.9494,NEGERI,A
SMAN 2 SUMEDANG,20208420,Rancamulya,Kec. Sumedang Utara,Kab. Sumedang,45321,-6.8483,107.9467,NEGERI,A
SMAN 3 SUMEDANG,20208421,Kotakaler,Kec. Sumedang Utara,Kab. Sumedang,45322,-6.8441,107.9288,NEGERI,A
SMAN CIMANGGUNG,20235621,Cihanjuang,Kec. Cimanggung,Kab. Sumedang,45364,-6.9572,107.8211,NEGERI,A
SMAN CONGGEANG,20235622,Cibeureuyeuh,Kec. Conggeang,Kab. Sumedang,45391,-6.7528,108.0062,NEGERI,A
SMAN DARMARAJA,20235623,Darmaraja,Kec. Darmaraja,Kab. Sumedang,45372,-6.9212,108.0661,NEGERI,A
SMAN JATINANGOR,20208422,HEGARMANAH,Kec. Jatinangor,Kab. Sumedang,45363,-6.9283,107.7795,NEGERI,A
SMAN JATINUNGGAL,20208423,Sirnasari,Kec. Jatinunggal,Kab. Sumedang,45376,-6.9456,108.1245,NEGERI,A
SMAN RANCAKALONG,20208408,Nagarawangi,Kec. Rancakalong,Kab. Sumedang,45361,-6.8262,107.8494,NEGERI,A
